time,source,dest,protocol,size,description,website
0.000000000,172.28.0.2,35.186.194.58,UDP,1394,56119 → 443 Len=1352,weather.com
0.019837844,35.186.194.58,172.28.0.2,UDP,73,443 → 56119 Len=31,weather.com
0.020122868,172.28.0.2,35.186.194.58,UDP,75,56119 → 443 Len=33,weather.com
0.069113798,35.186.194.58,172.28.0.2,UDP,106,443 → 56119 Len=64,weather.com
0.069425602,172.28.0.2,35.186.194.58,UDP,80,56119 → 443 Len=38,weather.com
0.089556286,35.186.194.58,172.28.0.2,UDP,70,443 → 56119 Len=28,weather.com
0.900800863,140.82.114.4,172.28.0.2,TLSv1.2,105,Application Data,weather.com
0.900850797,172.28.0.2,140.82.114.4,TCP,66,45214 → 443 [ACK] Seq=1 Ack=40 Win=2117 Len=0 TSval=3711869251 TSecr=933370520,weather.com
0.900898416,140.82.114.4,172.28.0.2,TLSv1.2,90,Application Data,weather.com
0.900902794,172.28.0.2,140.82.114.4,TCP,66,45214 → 443 [ACK] Seq=1 Ack=64 Win=2117 Len=0 TSval=3711869251 TSecr=933370521,weather.com
0.900995243,172.28.0.2,140.82.114.4,TLSv1.2,105,Application Data,weather.com
0.901254880,172.28.0.2,140.82.114.4,TLSv1.2,90,Application Data,weather.com
0.901300495,172.28.0.2,140.82.114.4,TCP,66,"45214 → 443 [FIN, ACK] Seq=64 Ack=64 Win=2117 Len=0 TSval=3711869251 TSecr=933370521",weather.com
0.901942058,140.82.114.4,172.28.0.2,TCP,66,"443 → 45214 [FIN, ACK] Seq=64 Ack=1 Win=16384 Len=0 TSval=933370522 TSecr=3711839257",weather.com
0.901964750,172.28.0.2,140.82.114.4,TCP,66,45214 → 443 [ACK] Seq=65 Ack=65 Win=2117 Len=0 TSval=3711869252 TSecr=933370522,weather.com
0.902237982,140.82.114.4,172.28.0.2,TCP,66,"443 → 45214 [RST, ACK] Seq=65 Ack=1 Win=0 Len=0 TSval=933370522 TSecr=3711869251",weather.com
0.902831675,140.82.114.4,172.28.0.2,TCP,54,443 → 45214 [RST] Seq=65 Win=0 Len=0,weather.com
2.258058579,172.28.0.2,157.240.229.35,TCP,74,48010 → 443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=1154306030 TSecr=0 WS=128,weather.com
2.260791231,157.240.229.35,172.28.0.2,TCP,74,"443 → 48010 [SYN, ACK] Seq=0 Ack=1 Win=29184 Len=0 MSS=1460 TSval=3948715064 TSecr=1154306030 WS=32",weather.com
2.260846725,172.28.0.2,157.240.229.35,TCP,66,48010 → 443 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=1154306033 TSecr=3948715064,weather.com
2.262409274,172.28.0.2,157.240.229.35,TLSv1,1097,Client Hello,weather.com
2.263788489,157.240.229.35,172.28.0.2,TCP,66,443 → 48010 [ACK] Seq=1 Ack=1032 Win=523232 Len=0 TSval=3948715067 TSecr=1154306034,weather.com
2.311412938,157.240.229.35,172.28.0.2,TLSv1.3,356,"Server Hello, Change Cipher Spec, Application Data",weather.com
2.311461108,172.28.0.2,157.240.229.35,TCP,66,48010 → 443 [ACK] Seq=1032 Ack=291 Win=64128 Len=0 TSval=1154306083 TSecr=3948715115,weather.com
2.311868231,172.28.0.2,157.240.229.35,TLSv1.3,130,"Change Cipher Spec, Application Data",weather.com
2.312107950,172.28.0.2,157.240.229.35,TLSv1.3,236,Application Data,weather.com
2.312819374,157.240.229.35,172.28.0.2,TCP,66,443 → 48010 [ACK] Seq=291 Ack=1096 Win=524224 Len=0 TSval=3948715116 TSecr=1154306084,weather.com
2.313059714,157.240.229.35,172.28.0.2,TCP,66,443 → 48010 [ACK] Seq=291 Ack=1266 Win=524032 Len=0 TSval=3948715117 TSecr=1154306084,weather.com
2.331961729,157.240.229.35,172.28.0.2,TLSv1.3,237,Application Data,weather.com
2.332017805,172.28.0.2,157.240.229.35,TCP,66,48010 → 443 [ACK] Seq=1266 Ack=462 Win=64128 Len=0 TSval=1154306104 TSecr=3948715135,weather.com
2.332253286,157.240.229.35,172.28.0.2,TLSv1.3,171,"Application Data, Application Data",weather.com
2.332258365,172.28.0.2,157.240.229.35,TCP,66,48010 → 443 [ACK] Seq=1266 Ack=567 Win=64128 Len=0 TSval=1154306104 TSecr=3948715136,weather.com
2.332558874,172.28.0.2,157.240.229.35,TLSv1.3,97,Application Data,weather.com
2.334059937,157.240.229.35,172.28.0.2,TCP,66,443 → 48010 [ACK] Seq=567 Ack=1297 Win=524256 Len=0 TSval=3948715138 TSecr=1154306104,weather.com
3.796057745,172.28.0.2,192.168.65.7,DNS,71,Standard query 0x58c3 A weather.com,weather.com
3.842291927,192.168.65.7,172.28.0.2,DNS,98,Standard query response 0x58c3 A weather.com A 104.73.26.137,weather.com
3.843330845,172.28.0.2,104.73.26.137,TCP,74,48422 → 80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=538290521 TSecr=0 WS=128,weather.com
3.843429780,172.28.0.2,104.73.26.137,TCP,74,48424 → 80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=538290521 TSecr=0 WS=128,weather.com
3.845558310,104.73.26.137,172.28.0.2,TCP,74,"80 → 48422 [SYN, ACK] Seq=0 Ack=1 Win=29184 Len=0 MSS=1460 TSval=2138601423 TSecr=538290521 WS=32",weather.com
3.845607332,172.28.0.2,104.73.26.137,TCP,66,48422 → 80 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=538290523 TSecr=2138601423,weather.com
3.845758846,172.28.0.2,104.73.26.137,HTTP,401,GET / HTTP/1.1,weather.com
3.845968428,104.73.26.137,172.28.0.2,TCP,74,"80 → 48424 [SYN, ACK] Seq=0 Ack=1 Win=29184 Len=0 MSS=1460 TSval=2138601423 TSecr=538290521 WS=32",weather.com
3.845996160,172.28.0.2,104.73.26.137,TCP,66,48424 → 80 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=538290524 TSecr=2138601423,weather.com
3.846970622,104.73.26.137,172.28.0.2,TCP,66,80 → 48422 [ACK] Seq=1 Ack=336 Win=28832 Len=0 TSval=2138601424 TSecr=538290524,weather.com
3.961256922,104.73.26.137,172.28.0.2,TCP,1514,HTTP/1.1 301 Moved Permanently  [TCP segment of a reassembled PDU],weather.com
3.961305463,172.28.0.2,104.73.26.137,TCP,66,48422 → 80 [ACK] Seq=336 Ack=1449 Win=64128 Len=0 TSval=538290639 TSecr=2138601538,weather.com
3.961354906,104.73.26.137,172.28.0.2,HTTP,83,HTTP/1.1 301 Moved Permanently,weather.com
3.961359685,172.28.0.2,104.73.26.137,TCP,66,48422 → 80 [ACK] Seq=336 Ack=1466 Win=64128 Len=0 TSval=538290639 TSecr=2138601538,weather.com
3.961370275,104.73.26.137,172.28.0.2,TCP,66,"80 → 48422 [FIN, ACK] Seq=1466 Ack=336 Win=524288 Len=0 TSval=2138601538 TSecr=538290524",weather.com
3.961700088,172.28.0.2,104.73.26.137,TCP,66,"48422 → 80 [FIN, ACK] Seq=336 Ack=1467 Win=64128 Len=0 TSval=538290640 TSecr=2138601538",weather.com
3.963228839,104.73.26.137,172.28.0.2,TCP,66,80 → 48422 [ACK] Seq=1467 Ack=337 Win=524256 Len=0 TSval=2138601541 TSecr=538290639,weather.com
3.964717870,172.28.0.2,192.168.65.7,DNS,71,Standard query 0x16d5 A weather.com,weather.com
3.967583326,192.168.65.7,172.28.0.2,DNS,98,Standard query response 0x16d5 A weather.com A 104.73.26.137,weather.com
3.968701416,172.28.0.2,104.73.26.137,TCP,74,39916 → 443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=538290647 TSecr=0 WS=128,weather.com
3.971341069,104.73.26.137,172.28.0.2,TCP,74,"443 → 39916 [SYN, ACK] Seq=0 Ack=1 Win=29184 Len=0 MSS=1460 TSval=2138601549 TSecr=538290647 WS=32",weather.com
3.971397515,172.28.0.2,104.73.26.137,TCP,66,39916 → 443 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=538290649 TSecr=2138601549,weather.com
3.972960510,172.28.0.2,104.73.26.137,TLSv1,725,Client Hello,weather.com
3.974547620,104.73.26.137,172.28.0.2,TCP,66,443 → 39916 [ACK] Seq=1 Ack=660 Win=523616 Len=0 TSval=2138601552 TSecr=538290651,weather.com
4.025289992,104.73.26.137,172.28.0.2,TLSv1.3,1514,"Server Hello, Change Cipher Spec, Application Data",weather.com
4.025334566,172.28.0.2,104.73.26.137,TCP,66,39916 → 443 [ACK] Seq=660 Ack=1449 Win=64128 Len=0 TSval=538290703 TSecr=2138601603,weather.com
4.025388407,104.73.26.137,172.28.0.2,TCP,1514,443 → 39916 [ACK] Seq=1449 Ack=660 Win=524288 Len=1448 TSval=2138601603 TSecr=538290651 [TCP segment of a reassembled PDU],weather.com
4.025394067,172.28.0.2,104.73.26.137,TCP,66,39916 → 443 [ACK] Seq=660 Ack=2897 Win=63232 Len=0 TSval=538290703 TSecr=2138601603,weather.com
4.025403415,104.73.26.137,172.28.0.2,TCP,90,"443 → 39916 [PSH, ACK] Seq=2897 Ack=660 Win=524288 Len=24 TSval=2138601603 TSecr=538290651 [TCP segment of a reassembled PDU]",weather.com
4.025408264,104.73.26.137,172.28.0.2,TLSv1.3,1191,"Application Data, Application Data, Application Data",weather.com
4.025411089,172.28.0.2,104.73.26.137,TCP,66,39916 → 443 [ACK] Seq=660 Ack=2921 Win=63232 Len=0 TSval=538290703 TSecr=2138601603,weather.com
4.025425466,172.28.0.2,104.73.26.137,TCP,66,39916 → 443 [ACK] Seq=660 Ack=4046 Win=62208 Len=0 TSval=538290703 TSecr=2138601603,weather.com
4.033758816,172.28.0.2,104.73.26.137,TLSv1.3,146,"Change Cipher Spec, Application Data",weather.com
4.034322814,172.28.0.2,104.73.26.137,TLSv1.3,236,Application Data,weather.com
4.034373759,172.28.0.2,104.73.26.137,TLSv1.3,381,Application Data,weather.com
4.035255151,104.73.26.137,172.28.0.2,TCP,66,443 → 39916 [ACK] Seq=4046 Ack=740 Win=524192 Len=0 TSval=2138601613 TSecr=538290712,weather.com
4.035431352,104.73.26.137,172.28.0.2,TCP,66,443 → 39916 [ACK] Seq=4046 Ack=1225 Win=523712 Len=0 TSval=2138601613 TSecr=538290712,weather.com
4.054396781,104.73.26.137,172.28.0.2,TLSv1.3,353,Application Data,weather.com
4.054448838,172.28.0.2,104.73.26.137,TCP,66,39916 → 443 [ACK] Seq=1225 Ack=4333 Win=64128 Len=0 TSval=538290732 TSecr=2138601632,weather.com
4.054500054,104.73.26.137,172.28.0.2,TLSv1.3,337,Application Data,weather.com
4.054504452,172.28.0.2,104.73.26.137,TCP,66,39916 → 443 [ACK] Seq=1225 Ack=4604 Win=64128 Len=0 TSval=538290732 TSecr=2138601632,weather.com
4.057151083,104.73.26.137,172.28.0.2,TLSv1.3,127,Application Data,weather.com
4.057167394,172.28.0.2,104.73.26.137,TCP,66,39916 → 443 [ACK] Seq=1225 Ack=4665 Win=64128 Len=0 TSval=538290735 TSecr=2138601634,weather.com
4.057301786,104.73.26.137,172.28.0.2,TLSv1.3,97,Application Data,weather.com
4.057306154,172.28.0.2,104.73.26.137,TCP,66,39916 → 443 [ACK] Seq=1225 Ack=4696 Win=64128 Len=0 TSval=538290735 TSecr=2138601634,weather.com
4.057449383,172.28.0.2,104.73.26.137,TLSv1.3,97,Application Data,weather.com
4.058512856,104.73.26.137,172.28.0.2,TCP,66,443 → 39916 [ACK] Seq=4696 Ack=1256 Win=524256 Len=0 TSval=2138601636 TSecr=538290735,weather.com
4.086080700,104.73.26.137,172.28.0.2,TLSv1.3,1374,Application Data,weather.com
4.086134991,172.28.0.2,104.73.26.137,TCP,66,39916 → 443 [ACK] Seq=1256 Ack=6004 Win=64128 Len=0 TSval=538290764 TSecr=2138601664,weather.com
4.086192008,104.73.26.137,172.28.0.2,TCP,1514,[TCP segment of a reassembled PDU],weather.com
4.086196747,172.28.0.2,104.73.26.137,TCP,66,39916 → 443 [ACK] Seq=1256 Ack=7452 Win=63232 Len=0 TSval=538290764 TSecr=2138601664,weather.com
4.086206135,104.73.26.137,172.28.0.2,TCP,1514,443 → 39916 [ACK] Seq=7452 Ack=1256 Win=524288 Len=1448 TSval=2138601664 TSecr=538290735 [TCP segment of a reassembled PDU],weather.com
4.086208569,172.28.0.2,104.73.26.137,TCP,66,39916 → 443 [ACK] Seq=1256 Ack=8900 Win=62080 Len=0 TSval=538290764 TSecr=2138601664,weather.com
4.086215182,104.73.26.137,172.28.0.2,TCP,1514,443 → 39916 [ACK] Seq=8900 Ack=1256 Win=524288 Len=1448 TSval=2138601664 TSecr=538290735 [TCP segment of a reassembled PDU],weather.com
4.086218969,172.28.0.2,104.73.26.137,TCP,66,39916 → 443 [ACK] Seq=1256 Ack=10348 Win=60928 Len=0 TSval=538290764 TSecr=2138601664,weather.com
4.086225321,104.73.26.137,172.28.0.2,TCP,1514,443 → 39916 [ACK] Seq=10348 Ack=1256 Win=524288 Len=1448 TSval=2138601664 TSecr=538290735 [TCP segment of a reassembled PDU],weather.com
4.086258834,104.73.26.137,172.28.0.2,TCP,1514,443 → 39916 [ACK] Seq=11796 Ack=1256 Win=524288 Len=1448 TSval=2138601664 TSecr=538290735 [TCP segment of a reassembled PDU],weather.com
4.086266217,104.73.26.137,172.28.0.2,TCP,1514,443 → 39916 [ACK] Seq=13244 Ack=1256 Win=524288 Len=1448 TSval=2138601664 TSecr=538290735 [TCP segment of a reassembled PDU],weather.com
4.086271908,104.73.26.137,172.28.0.2,TCP,1514,443 → 39916 [ACK] Seq=14692 Ack=1256 Win=524288 Len=1448 TSval=2138601664 TSecr=538290735 [TCP segment of a reassembled PDU],weather.com
4.086350235,104.73.26.137,172.28.0.2,TCP,1514,443 → 39916 [ACK] Seq=16140 Ack=1256 Win=524288 Len=1448 TSval=2138601664 TSecr=538290735 [TCP segment of a reassembled PDU],weather.com
4.086358891,104.73.26.137,172.28.0.2,TCP,162,"443 → 39916 [PSH, ACK] Seq=17588 Ack=1256 Win=524288 Len=96 TSval=2138601664 TSecr=538290735 [TCP segment of a reassembled PDU]",weather.com
4.086599522,172.28.0.2,104.73.26.137,TCP,66,39916 → 443 [ACK] Seq=1256 Ack=17684 Win=56320 Len=0 TSval=538290764 TSecr=2138601664,weather.com
4.087786317,104.73.26.137,172.28.0.2,TCP,1514,443 → 39916 [ACK] Seq=17684 Ack=1256 Win=524288 Len=1448 TSval=2138601665 TSecr=538290764 [TCP segment of a reassembled PDU],weather.com
4.087821823,104.73.26.137,172.28.0.2,TCP,1514,443 → 39916 [ACK] Seq=19132 Ack=1256 Win=524288 Len=1448 TSval=2138601665 TSecr=538290764 [TCP segment of a reassembled PDU],weather.com
4.087828466,172.28.0.2,104.73.26.137,TCP,66,39916 → 443 [ACK] Seq=1256 Ack=20580 Win=63232 Len=0 TSval=538290766 TSecr=2138601665,weather.com
4.087871186,104.73.26.137,172.28.0.2,TCP,1514,443 → 39916 [ACK] Seq=20580 Ack=1256 Win=524288 Len=1448 TSval=2138601665 TSecr=538290764 [TCP segment of a reassembled PDU],weather.com
4.087875414,172.28.0.2,104.73.26.137,TCP,66,39916 → 443 [ACK] Seq=1256 Ack=22028 Win=67072 Len=0 TSval=538290766 TSecr=2138601665,weather.com
4.087885032,104.73.26.137,172.28.0.2,TLSv1.3,1514,"Application Data, Application Data",weather.com
4.087887727,172.28.0.2,104.73.26.137,TCP,66,39916 → 443 [ACK] Seq=1256 Ack=23476 Win=69888 Len=0 TSval=538290766 TSecr=2138601665,weather.com
4.087894149,104.73.26.137,172.28.0.2,TCP,114,"443 → 39916 [PSH, ACK] Seq=23476 Ack=1256 Win=524288 Len=48 TSval=2138601665 TSecr=538290764 [TCP segment of a reassembled PDU]",weather.com
4.087994547,172.28.0.2,104.73.26.137,TCP,66,39916 → 443 [ACK] Seq=1256 Ack=23524 Win=69888 Len=0 TSval=538290766 TSecr=2138601665,weather.com
4.088599761,104.73.26.137,172.28.0.2,TCP,1514,443 → 39916 [ACK] Seq=23524 Ack=1256 Win=524288 Len=1448 TSval=2138601667 TSecr=538290764 [TCP segment of a reassembled PDU],weather.com
4.088606354,172.28.0.2,104.73.26.137,TCP,66,39916 → 443 [ACK] Seq=1256 Ack=24972 Win=72832 Len=0 TSval=538290766 TSecr=2138601667,weather.com
4.088777725,104.73.26.137,172.28.0.2,TCP,1514,443 → 39916 [ACK] Seq=24972 Ack=1256 Win=524288 Len=1448 TSval=2138601667 TSecr=538290764 [TCP segment of a reassembled PDU],weather.com
4.088782173,172.28.0.2,104.73.26.137,TCP,66,39916 → 443 [ACK] Seq=1256 Ack=26420 Win=75776 Len=0 TSval=538290767 TSecr=2138601667,weather.com
4.088790729,104.73.26.137,172.28.0.2,TCP,90,"443 → 39916 [PSH, ACK] Seq=26420 Ack=1256 Win=524288 Len=24 TSval=2138601667 TSecr=538290764 [TCP segment of a reassembled PDU]",weather.com
4.088812200,172.28.0.2,104.73.26.137,TCP,66,39916 → 443 [ACK] Seq=1256 Ack=26444 Win=75776 Len=0 TSval=538290767 TSecr=2138601667,weather.com
4.090042175,104.73.26.137,172.28.0.2,TCP,1514,443 → 39916 [ACK] Seq=26444 Ack=1256 Win=524288 Len=1448 TSval=2138601668 TSecr=538290767 [TCP segment of a reassembled PDU],weather.com
4.090052394,172.28.0.2,104.73.26.137,TCP,66,39916 → 443 [ACK] Seq=1256 Ack=27892 Win=78592 Len=0 TSval=538290768 TSecr=2138601668,weather.com
4.090118318,104.73.26.137,172.28.0.2,TCP,1514,443 → 39916 [ACK] Seq=27892 Ack=1256 Win=524288 Len=1448 TSval=2138601668 TSecr=538290767 [TCP segment of a reassembled PDU],weather.com
4.090122866,172.28.0.2,104.73.26.137,TCP,66,39916 → 443 [ACK] Seq=1256 Ack=29340 Win=81536 Len=0 TSval=538290768 TSecr=2138601668,weather.com
4.090131613,104.73.26.137,172.28.0.2,TCP,90,"443 → 39916 [PSH, ACK] Seq=29340 Ack=1256 Win=524288 Len=24 TSval=2138601668 TSecr=538290767 [TCP segment of a reassembled PDU]",weather.com
4.090151690,172.28.0.2,104.73.26.137,TCP,66,39916 → 443 [ACK] Seq=1256 Ack=29364 Win=81536 Len=0 TSval=538290768 TSecr=2138601668,weather.com
4.095839036,104.73.26.137,172.28.0.2,TCP,1514,443 → 39916 [ACK] Seq=29364 Ack=1256 Win=524288 Len=1448 TSval=2138601673 TSecr=538290768 [TCP segment of a reassembled PDU],weather.com
4.095867118,172.28.0.2,104.73.26.137,TCP,66,39916 → 443 [ACK] Seq=1256 Ack=30812 Win=84480 Len=0 TSval=538290774 TSecr=2138601673,weather.com
4.095949593,104.73.26.137,172.28.0.2,TCP,1514,443 → 39916 [ACK] Seq=30812 Ack=1256 Win=524288 Len=1448 TSval=2138601674 TSecr=538290768 [TCP segment of a reassembled PDU],weather.com
4.095954452,172.28.0.2,104.73.26.137,TCP,66,39916 → 443 [ACK] Seq=1256 Ack=32260 Win=87296 Len=0 TSval=538290774 TSecr=2138601674,weather.com
4.095963980,104.73.26.137,172.28.0.2,TCP,90,"443 → 39916 [PSH, ACK] Seq=32260 Ack=1256 Win=524288 Len=24 TSval=2138601674 TSecr=538290768 [TCP segment of a reassembled PDU]",weather.com
4.096139083,172.28.0.2,104.73.26.137,TCP,66,39916 → 443 [ACK] Seq=1256 Ack=32284 Win=87296 Len=0 TSval=538290774 TSecr=2138601674,weather.com
4.102731625,104.73.26.137,172.28.0.2,TCP,1514,443 → 39916 [ACK] Seq=32284 Ack=1256 Win=524288 Len=1448 TSval=2138601680 TSecr=538290774 [TCP segment of a reassembled PDU],weather.com
4.102737466,172.28.0.2,104.73.26.137,TCP,66,39916 → 443 [ACK] Seq=1256 Ack=33732 Win=90240 Len=0 TSval=538290781 TSecr=2138601680,weather.com
4.102826673,104.73.26.137,172.28.0.2,TCP,1514,443 → 39916 [ACK] Seq=33732 Ack=1256 Win=524288 Len=1448 TSval=2138601681 TSecr=538290774 [TCP segment of a reassembled PDU],weather.com
4.102831683,172.28.0.2,104.73.26.137,TCP,66,39916 → 443 [ACK] Seq=1256 Ack=35180 Win=93056 Len=0 TSval=538290781 TSecr=2138601681,weather.com
4.102843735,104.73.26.137,172.28.0.2,TCP,1514,443 → 39916 [ACK] Seq=35180 Ack=1256 Win=524288 Len=1448 TSval=2138601681 TSecr=538290774 [TCP segment of a reassembled PDU],weather.com
4.102846551,172.28.0.2,104.73.26.137,TCP,66,39916 → 443 [ACK] Seq=1256 Ack=36628 Win=96000 Len=0 TSval=538290781 TSecr=2138601681,weather.com
4.102853303,104.73.26.137,172.28.0.2,TCP,102,"443 → 39916 [PSH, ACK] Seq=36628 Ack=1256 Win=524288 Len=36 TSval=2138601681 TSecr=538290774 [TCP segment of a reassembled PDU]",weather.com
4.102858704,104.73.26.137,172.28.0.2,TCP,1514,443 → 39916 [ACK] Seq=36664 Ack=1256 Win=524288 Len=1448 TSval=2138601681 TSecr=538290774 [TCP segment of a reassembled PDU],weather.com
4.102861399,172.28.0.2,104.73.26.137,TCP,66,39916 → 443 [ACK] Seq=1256 Ack=38112 Win=98944 Len=0 TSval=538290781 TSecr=2138601681,weather.com
4.102868342,104.73.26.137,172.28.0.2,TLSv1.3,1514,"Application Data, Application Data",weather.com
4.102871167,172.28.0.2,104.73.26.137,TCP,66,39916 → 443 [ACK] Seq=1256 Ack=39560 Win=101760 Len=0 TSval=538290781 TSecr=2138601681,weather.com
4.102904790,104.73.26.137,172.28.0.2,TCP,90,"443 → 39916 [PSH, ACK] Seq=39560 Ack=1256 Win=524288 Len=24 TSval=2138601681 TSecr=538290774 [TCP segment of a reassembled PDU]",weather.com
4.103006385,172.28.0.2,104.73.26.137,TCP,66,39916 → 443 [ACK] Seq=1256 Ack=39584 Win=101760 Len=0 TSval=538290781 TSecr=2138601681,weather.com
4.106266732,104.73.26.137,172.28.0.2,TCP,1514,443 → 39916 [ACK] Seq=39584 Ack=1256 Win=524288 Len=1448 TSval=2138601684 TSecr=538290781 [TCP segment of a reassembled PDU],weather.com
4.106274496,172.28.0.2,104.73.26.137,TCP,66,39916 → 443 [ACK] Seq=1256 Ack=41032 Win=101888 Len=0 TSval=538290784 TSecr=2138601684,weather.com
4.106352703,104.73.26.137,172.28.0.2,TCP,1514,443 → 39916 [ACK] Seq=41032 Ack=1256 Win=524288 Len=1448 TSval=2138601684 TSecr=538290781 [TCP segment of a reassembled PDU],weather.com
4.106359586,104.73.26.137,172.28.0.2,TCP,1514,443 → 39916 [ACK] Seq=42480 Ack=1256 Win=524288 Len=1448 TSval=2138601684 TSecr=538290781 [TCP segment of a reassembled PDU],weather.com
4.106363994,104.73.26.137,172.28.0.2,TCP,1514,443 → 39916 [ACK] Seq=43928 Ack=1256 Win=524288 Len=1448 TSval=2138601684 TSecr=538290781 [TCP segment of a reassembled PDU],weather.com
4.106368673,104.73.26.137,172.28.0.2,TCP,114,"443 → 39916 [PSH, ACK] Seq=45376 Ack=1256 Win=524288 Len=48 TSval=2138601684 TSecr=538290781 [TCP segment of a reassembled PDU]",weather.com
4.106372605,172.28.0.2,104.73.26.137,TCP,66,39916 → 443 [ACK] Seq=1256 Ack=43928 Win=101888 Len=0 TSval=538290784 TSecr=2138601684,weather.com
4.106388325,172.28.0.2,104.73.26.137,TCP,66,39916 → 443 [ACK] Seq=1256 Ack=45424 Win=101888 Len=0 TSval=538290784 TSecr=2138601684,weather.com
4.107246964,104.73.26.137,172.28.0.2,TCP,1514,443 → 39916 [ACK] Seq=45424 Ack=1256 Win=524288 Len=1448 TSval=2138601685 TSecr=538290781 [TCP segment of a reassembled PDU],weather.com
4.107274065,104.73.26.137,172.28.0.2,TCP,1514,443 → 39916 [ACK] Seq=46872 Ack=1256 Win=524288 Len=1448 TSval=2138601685 TSecr=538290781 [TCP segment of a reassembled PDU],weather.com
4.107279816,104.73.26.137,172.28.0.2,TCP,90,"443 → 39916 [PSH, ACK] Seq=48320 Ack=1256 Win=524288 Len=24 TSval=2138601685 TSecr=538290781 [TCP segment of a reassembled PDU]",weather.com
4.107482906,172.28.0.2,104.73.26.137,TCP,66,39916 → 443 [ACK] Seq=1256 Ack=48344 Win=101888 Len=0 TSval=538290785 TSecr=2138601685,weather.com
4.108274392,104.73.26.137,172.28.0.2,TCP,1514,443 → 39916 [ACK] Seq=48344 Ack=1256 Win=524288 Len=1448 TSval=2138601686 TSecr=538290784 [TCP segment of a reassembled PDU],weather.com
4.108579063,104.73.26.137,172.28.0.2,TLSv1.3,1514,Application Data [TCP segment of a reassembled PDU],weather.com
4.108586948,104.73.26.137,172.28.0.2,TCP,90,"443 → 39916 [PSH, ACK] Seq=51240 Ack=1256 Win=524288 Len=24 TSval=2138601686 TSecr=538290784 [TCP segment of a reassembled PDU]",weather.com
4.108695810,172.28.0.2,104.73.26.137,TCP,66,39916 → 443 [ACK] Seq=1256 Ack=51264 Win=101888 Len=0 TSval=538290787 TSecr=2138601686,weather.com
4.109030662,104.73.26.137,172.28.0.2,TCP,1514,443 → 39916 [ACK] Seq=51264 Ack=1256 Win=524288 Len=1448 TSval=2138601687 TSecr=538290785 [TCP segment of a reassembled PDU],weather.com
4.109075096,104.73.26.137,172.28.0.2,TCP,1514,443 → 39916 [ACK] Seq=52712 Ack=1256 Win=524288 Len=1448 TSval=2138601687 TSecr=538290785 [TCP segment of a reassembled PDU],weather.com
4.109082219,104.73.26.137,172.28.0.2,TCP,90,"443 → 39916 [PSH, ACK] Seq=54160 Ack=1256 Win=524288 Len=24 TSval=2138601687 TSecr=538290785 [TCP segment of a reassembled PDU]",weather.com
4.109100839,172.28.0.2,104.73.26.137,TCP,66,39916 → 443 [ACK] Seq=1256 Ack=54184 Win=101888 Len=0 TSval=538290787 TSecr=2138601687,weather.com
4.109706439,104.73.26.137,172.28.0.2,TCP,1514,443 → 39916 [ACK] Seq=54184 Ack=1256 Win=524288 Len=1448 TSval=2138601688 TSecr=538290787 [TCP segment of a reassembled PDU],weather.com
4.109740343,104.73.26.137,172.28.0.2,TCP,1514,443 → 39916 [ACK] Seq=55632 Ack=1256 Win=524288 Len=1448 TSval=2138601688 TSecr=538290787 [TCP segment of a reassembled PDU],weather.com
4.109746664,104.73.26.137,172.28.0.2,TCP,90,"443 → 39916 [PSH, ACK] Seq=57080 Ack=1256 Win=524288 Len=24 TSval=2138601688 TSecr=538290787 [TCP segment of a reassembled PDU]",weather.com
4.109786715,172.28.0.2,104.73.26.137,TCP,66,39916 → 443 [ACK] Seq=1256 Ack=57104 Win=101888 Len=0 TSval=538290788 TSecr=2138601688,weather.com
4.112557924,104.73.26.137,172.28.0.2,TCP,1514,443 → 39916 [ACK] Seq=57104 Ack=1256 Win=524288 Len=1448 TSval=2138601690 TSecr=538290788 [TCP segment of a reassembled PDU],weather.com
4.112603089,104.73.26.137,172.28.0.2,TCP,1514,443 → 39916 [ACK] Seq=58552 Ack=1256 Win=524288 Len=1448 TSval=2138601690 TSecr=538290788 [TCP segment of a reassembled PDU],weather.com
4.112609561,104.73.26.137,172.28.0.2,TCP,90,"443 → 39916 [PSH, ACK] Seq=60000 Ack=1256 Win=524288 Len=24 TSval=2138601690 TSecr=538290788 [TCP segment of a reassembled PDU]",weather.com
4.112615452,104.73.26.137,172.28.0.2,TLSv1.3,1514,Application Data [TCP segment of a reassembled PDU],weather.com
4.112620381,104.73.26.137,172.28.0.2,TCP,1514,443 → 39916 [ACK] Seq=61472 Ack=1256 Win=524288 Len=1448 TSval=2138601690 TSecr=538290788 [TCP segment of a reassembled PDU],weather.com
