time,source,dest,protocol,size,description,website
3.459941603,172.28.0.2,185.199.110.154,TCP,66,43436 → 443 [ACK] Seq=8888 Ack=411014 Win=545920 Len=0 TSval=3751128650 TSecr=3799363890,github
3.460013588,185.199.110.154,172.28.0.2,TLSv1.3,1514,Application Data [TCP segment of a reassembled PDU],github
3.460019950,172.28.0.2,185.199.110.154,TCP,66,43436 → 443 [ACK] Seq=8888 Ack=412462 Win=548864 Len=0 TSval=3751128650 TSecr=3799363890,github
3.460033495,185.199.110.154,172.28.0.2,TCP,1514,443 → 43436 [ACK] Seq=412462 Ack=8888 Win=524288 Len=1448 TSval=3799363890 TSecr=3751128649 [TCP segment of a reassembled PDU],github
3.460038935,172.28.0.2,185.199.110.154,TCP,66,43436 → 443 [ACK] Seq=8888 Ack=413910 Win=551680 Len=0 TSval=3751128650 TSecr=3799363890,github
3.460049305,185.199.110.154,172.28.0.2,TCP,1514,443 → 43436 [ACK] Seq=413910 Ack=8888 Win=524288 Len=1448 TSval=3799363890 TSecr=3751128649 [TCP segment of a reassembled PDU],github
3.460053533,172.28.0.2,185.199.110.154,TCP,66,43436 → 443 [ACK] Seq=8888 Ack=415358 Win=554624 Len=0 TSval=3751128650 TSecr=3799363890,github
3.460099499,185.199.110.154,172.28.0.2,TCP,1514,443 → 43436 [ACK] Seq=415358 Ack=8888 Win=524288 Len=1448 TSval=3799363890 TSecr=3751128649 [TCP segment of a reassembled PDU],github
3.460106221,172.28.0.2,185.199.110.154,TCP,66,43436 → 443 [ACK] Seq=8888 Ack=416806 Win=557568 Len=0 TSval=3751128650 TSecr=3799363890,github
3.460119216,185.199.110.154,172.28.0.2,TCP,1514,443 → 43436 [ACK] Seq=416806 Ack=8888 Win=524288 Len=1448 TSval=3799363890 TSecr=3751128649 [TCP segment of a reassembled PDU],github
3.460123033,172.28.0.2,185.199.110.154,TCP,66,43436 → 443 [ACK] Seq=8888 Ack=418254 Win=560384 Len=0 TSval=3751128650 TSecr=3799363890,github
3.460133032,185.199.110.154,172.28.0.2,TCP,1514,443 → 43436 [ACK] Seq=418254 Ack=8888 Win=524288 Len=1448 TSval=3799363890 TSecr=3751128649 [TCP segment of a reassembled PDU],github
3.460138602,172.28.0.2,185.199.110.154,TCP,66,43436 → 443 [ACK] Seq=8888 Ack=419702 Win=563328 Len=0 TSval=3751128650 TSecr=3799363890,github
3.460188135,185.199.110.154,172.28.0.2,TCP,1514,443 → 43436 [ACK] Seq=419702 Ack=8888 Win=524288 Len=1448 TSval=3799363890 TSecr=3751128649 [TCP segment of a reassembled PDU],github
3.460194707,172.28.0.2,185.199.110.154,TCP,66,43436 → 443 [ACK] Seq=8888 Ack=421150 Win=566144 Len=0 TSval=3751128650 TSecr=3799363890,github
3.460262955,185.199.110.154,172.28.0.2,TCP,1514,443 → 43436 [ACK] Seq=421150 Ack=8888 Win=524288 Len=1448 TSval=3799363890 TSecr=3751128649 [TCP segment of a reassembled PDU],github
3.460268165,172.28.0.2,185.199.110.154,TCP,66,43436 → 443 [ACK] Seq=8888 Ack=422598 Win=569088 Len=0 TSval=3751128651 TSecr=3799363890,github
3.460277663,185.199.110.154,172.28.0.2,TCP,1514,443 → 43436 [ACK] Seq=422598 Ack=8888 Win=524288 Len=1448 TSval=3799363890 TSecr=3751128649 [TCP segment of a reassembled PDU],github
3.460280508,172.28.0.2,185.199.110.154,TCP,66,43436 → 443 [ACK] Seq=8888 Ack=424046 Win=572032 Len=0 TSval=3751128651 TSecr=3799363890,github
3.460286690,185.199.110.154,172.28.0.2,TCP,1514,443 → 43436 [ACK] Seq=424046 Ack=8888 Win=524288 Len=1448 TSval=3799363890 TSecr=3751128649 [TCP segment of a reassembled PDU],github
3.460288874,172.28.0.2,185.199.110.154,TCP,66,43436 → 443 [ACK] Seq=8888 Ack=425494 Win=574848 Len=0 TSval=3751128651 TSecr=3799363890,github
3.460296298,185.199.110.154,172.28.0.2,TCP,1514,443 → 43436 [ACK] Seq=425494 Ack=8888 Win=524288 Len=1448 TSval=3799363890 TSecr=3751128649 [TCP segment of a reassembled PDU],github
3.460299694,172.28.0.2,185.199.110.154,TCP,66,43436 → 443 [ACK] Seq=8888 Ack=426942 Win=577792 Len=0 TSval=3751128651 TSecr=3799363890,github
3.460320222,185.199.110.154,172.28.0.2,TCP,1514,443 → 43436 [ACK] Seq=426942 Ack=8888 Win=524288 Len=1448 TSval=3799363890 TSecr=3751128649 [TCP segment of a reassembled PDU],github
3.460326384,172.28.0.2,185.199.110.154,TCP,66,43436 → 443 [ACK] Seq=8888 Ack=428390 Win=580736 Len=0 TSval=3751128651 TSecr=3799363890,github
3.460401655,185.199.110.154,172.28.0.2,TLSv1.3,1514,Application Data [TCP segment of a reassembled PDU],github
3.460406274,172.28.0.2,185.199.110.154,TCP,66,43436 → 443 [ACK] Seq=8888 Ack=429838 Win=583552 Len=0 TSval=3751128651 TSecr=3799363890,github
3.460490962,185.199.110.154,172.28.0.2,TCP,1514,443 → 43436 [ACK] Seq=429838 Ack=8888 Win=524288 Len=1448 TSval=3799363890 TSecr=3751128649 [TCP segment of a reassembled PDU],github
3.460496353,172.28.0.2,185.199.110.154,TCP,66,43436 → 443 [ACK] Seq=8888 Ack=431286 Win=586496 Len=0 TSval=3751128651 TSecr=3799363890,github
3.460510138,185.199.110.154,172.28.0.2,TCP,1514,443 → 43436 [ACK] Seq=431286 Ack=8888 Win=524288 Len=1448 TSval=3799363890 TSecr=3751128649 [TCP segment of a reassembled PDU],github
3.460515078,172.28.0.2,185.199.110.154,TCP,66,43436 → 443 [ACK] Seq=8888 Ack=432734 Win=589312 Len=0 TSval=3751128651 TSecr=3799363890,github
3.460525307,185.199.110.154,172.28.0.2,TCP,394,"443 → 43436 [PSH, ACK] Seq=432734 Ack=8888 Win=524288 Len=328 TSval=3799363890 TSecr=3751128649 [TCP segment of a reassembled PDU]",github
3.460528633,172.28.0.2,185.199.110.154,TCP,66,43436 → 443 [ACK] Seq=8888 Ack=433062 Win=592256 Len=0 TSval=3751128651 TSecr=3799363890,github
3.460538021,185.199.110.154,172.28.0.2,TCP,1514,443 → 43436 [ACK] Seq=433062 Ack=8888 Win=524288 Len=1448 TSval=3799363890 TSecr=3751128649 [TCP segment of a reassembled PDU],github
3.460542489,172.28.0.2,185.199.110.154,TCP,66,43436 → 443 [ACK] Seq=8888 Ack=434510 Win=595200 Len=0 TSval=3751128651 TSecr=3799363890,github
3.460552808,185.199.110.154,172.28.0.2,TCP,1514,443 → 43436 [ACK] Seq=434510 Ack=8888 Win=524288 Len=1448 TSval=3799363890 TSecr=3751128649 [TCP segment of a reassembled PDU],github
3.460555874,172.28.0.2,185.199.110.154,TCP,66,43436 → 443 [ACK] Seq=8888 Ack=435958 Win=598016 Len=0 TSval=3751128651 TSecr=3799363890,github
3.460600728,185.199.110.154,172.28.0.2,TCP,1514,443 → 43436 [ACK] Seq=435958 Ack=8888 Win=524288 Len=1448 TSval=3799363890 TSecr=3751128649 [TCP segment of a reassembled PDU],github
3.460606239,172.28.0.2,185.199.110.154,TCP,66,43436 → 443 [ACK] Seq=8888 Ack=437406 Win=600960 Len=0 TSval=3751128651 TSecr=3799363890,github
3.460619333,185.199.110.154,172.28.0.2,TCP,1514,443 → 43436 [ACK] Seq=437406 Ack=8888 Win=524288 Len=1448 TSval=3799363890 TSecr=3751128649 [TCP segment of a reassembled PDU],github
3.460623902,172.28.0.2,185.199.110.154,TCP,66,43436 → 443 [ACK] Seq=8888 Ack=438854 Win=603904 Len=0 TSval=3751128651 TSecr=3799363890,github
3.460633810,185.199.110.154,172.28.0.2,TCP,1514,443 → 43436 [ACK] Seq=438854 Ack=8888 Win=524288 Len=1448 TSval=3799363890 TSecr=3751128649 [TCP segment of a reassembled PDU],github
3.460639501,172.28.0.2,185.199.110.154,TCP,66,43436 → 443 [ACK] Seq=8888 Ack=440302 Win=606720 Len=0 TSval=3751128651 TSecr=3799363890,github
3.460683463,185.199.110.154,172.28.0.2,TCP,1514,443 → 43436 [ACK] Seq=440302 Ack=8888 Win=524288 Len=1448 TSval=3799363890 TSecr=3751128649 [TCP segment of a reassembled PDU],github
3.460689565,172.28.0.2,185.199.110.154,TCP,66,43436 → 443 [ACK] Seq=8888 Ack=441750 Win=609664 Len=0 TSval=3751128651 TSecr=3799363890,github
3.460770226,185.199.110.154,172.28.0.2,TCP,1514,443 → 43436 [ACK] Seq=441750 Ack=8888 Win=524288 Len=1448 TSval=3799363891 TSecr=3751128649 [TCP segment of a reassembled PDU],github
3.460775796,172.28.0.2,185.199.110.154,TCP,66,43436 → 443 [ACK] Seq=8888 Ack=443198 Win=612480 Len=0 TSval=3751128651 TSecr=3799363891,github
3.460795513,185.199.110.154,172.28.0.2,TCP,1514,443 → 43436 [ACK] Seq=443198 Ack=8888 Win=524288 Len=1448 TSval=3799363891 TSecr=3751128649 [TCP segment of a reassembled PDU],github
3.460800262,172.28.0.2,185.199.110.154,TCP,66,43436 → 443 [ACK] Seq=8888 Ack=444646 Win=615424 Len=0 TSval=3751128651 TSecr=3799363891,github
3.460809399,185.199.110.154,172.28.0.2,TLSv1.3,1514,Application Data [TCP segment of a reassembled PDU],github
3.460812225,172.28.0.2,185.199.110.154,TCP,66,43436 → 443 [ACK] Seq=8888 Ack=446094 Win=618368 Len=0 TSval=3751128651 TSecr=3799363891,github
3.460860856,185.199.110.154,172.28.0.2,TCP,1514,443 → 43436 [ACK] Seq=446094 Ack=8888 Win=524288 Len=1448 TSval=3799363891 TSecr=3751128649 [TCP segment of a reassembled PDU],github
3.460866967,172.28.0.2,185.199.110.154,TCP,66,43436 → 443 [ACK] Seq=8888 Ack=447542 Win=621184 Len=0 TSval=3751128651 TSecr=3799363891,github
3.460884650,185.199.110.154,172.28.0.2,TCP,1514,443 → 43436 [ACK] Seq=447542 Ack=8888 Win=524288 Len=1448 TSval=3799363891 TSecr=3751128649 [TCP segment of a reassembled PDU],github
3.460890201,172.28.0.2,185.199.110.154,TCP,66,43436 → 443 [ACK] Seq=8888 Ack=448990 Win=624128 Len=0 TSval=3751128651 TSecr=3799363891,github
3.460918033,185.199.110.154,172.28.0.2,TCP,1514,443 → 43436 [ACK] Seq=448990 Ack=8888 Win=524288 Len=1448 TSval=3799363891 TSecr=3751128649 [TCP segment of a reassembled PDU],github
3.460948500,172.28.0.2,185.199.110.154,TCP,66,43436 → 443 [ACK] Seq=8888 Ack=450438 Win=627072 Len=0 TSval=3751128651 TSecr=3799363891,github
3.460998714,185.199.110.154,172.28.0.2,TCP,786,"443 → 43436 [PSH, ACK] Seq=450438 Ack=8888 Win=524288 Len=720 TSval=3799363891 TSecr=3751128649 [TCP segment of a reassembled PDU]",github
3.461004295,172.28.0.2,185.199.110.154,TCP,66,43436 → 443 [ACK] Seq=8888 Ack=451158 Win=629888 Len=0 TSval=3751128651 TSecr=3799363891,github
3.461017940,185.199.110.154,172.28.0.2,TCP,1514,443 → 43436 [ACK] Seq=451158 Ack=8888 Win=524288 Len=1448 TSval=3799363891 TSecr=3751128650 [TCP segment of a reassembled PDU],github
3.461021267,172.28.0.2,185.199.110.154,TCP,66,43436 → 443 [ACK] Seq=8888 Ack=452606 Win=632832 Len=0 TSval=3751128651 TSecr=3799363891,github
3.461028941,185.199.110.154,172.28.0.2,TCP,1514,443 → 43436 [ACK] Seq=452606 Ack=8888 Win=524288 Len=1448 TSval=3799363891 TSecr=3751128650 [TCP segment of a reassembled PDU],github
3.461031656,172.28.0.2,185.199.110.154,TCP,66,43436 → 443 [ACK] Seq=8888 Ack=454054 Win=635648 Len=0 TSval=3751128651 TSecr=3799363891,github
3.461040102,185.199.110.154,172.28.0.2,TCP,1514,443 → 43436 [ACK] Seq=454054 Ack=8888 Win=524288 Len=1448 TSval=3799363891 TSecr=3751128650 [TCP segment of a reassembled PDU],github
3.461043779,172.28.0.2,185.199.110.154,TCP,66,43436 → 443 [ACK] Seq=8888 Ack=455502 Win=638592 Len=0 TSval=3751128651 TSecr=3799363891,github
3.461090807,185.199.110.154,172.28.0.2,TCP,1514,443 → 43436 [ACK] Seq=455502 Ack=8888 Win=524288 Len=1448 TSval=3799363891 TSecr=3751128650 [TCP segment of a reassembled PDU],github
3.461099383,185.199.110.154,172.28.0.2,TCP,1514,443 → 43436 [ACK] Seq=456950 Ack=8888 Win=524288 Len=1448 TSval=3799363891 TSecr=3751128650 [TCP segment of a reassembled PDU],github
3.461104873,185.199.110.154,172.28.0.2,TCP,1514,443 → 43436 [ACK] Seq=458398 Ack=8888 Win=524288 Len=1448 TSval=3799363891 TSecr=3751128650 [TCP segment of a reassembled PDU],github
3.461110484,185.199.110.154,172.28.0.2,TCP,1514,443 → 43436 [ACK] Seq=459846 Ack=8888 Win=524288 Len=1448 TSval=3799363891 TSecr=3751128650 [TCP segment of a reassembled PDU],github
3.461118278,185.199.110.154,172.28.0.2,TLSv1.3,1066,Application Data [TCP segment of a reassembled PDU],github
3.461121214,172.28.0.2,185.199.110.154,TCP,66,43436 → 443 [ACK] Seq=8888 Ack=456950 Win=641536 Len=0 TSval=3751128651 TSecr=3799363891,github
3.461124670,185.199.110.154,172.28.0.2,TCP,1514,443 → 43436 [ACK] Seq=462294 Ack=8888 Win=524288 Len=1448 TSval=3799363891 TSecr=3751128650 [TCP segment of a reassembled PDU],github
3.461132164,185.199.110.154,172.28.0.2,TCP,1514,443 → 43436 [ACK] Seq=463742 Ack=8888 Win=524288 Len=1448 TSval=3799363891 TSecr=3751128650 [TCP segment of a reassembled PDU],github
3.461140480,185.199.110.154,172.28.0.2,TCP,1514,443 → 43436 [ACK] Seq=465190 Ack=8888 Win=524288 Len=1448 TSval=3799363891 TSecr=3751128650 [TCP segment of a reassembled PDU],github
3.461148184,185.199.110.154,172.28.0.2,TCP,1514,443 → 43436 [ACK] Seq=466638 Ack=8888 Win=524288 Len=1448 TSval=3799363891 TSecr=3751128650 [TCP segment of a reassembled PDU],github
3.461155909,185.199.110.154,172.28.0.2,TCP,1514,443 → 43436 [ACK] Seq=468086 Ack=8888 Win=524288 Len=1448 TSval=3799363891 TSecr=3751128650 [TCP segment of a reassembled PDU],github
3.461163774,185.199.110.154,172.28.0.2,TCP,1514,443 → 43436 [ACK] Seq=469534 Ack=8888 Win=524288 Len=1448 TSval=3799363891 TSecr=3751128650 [TCP segment of a reassembled PDU],github
3.461164525,172.28.0.2,185.199.110.154,TCP,66,43436 → 443 [ACK] Seq=8888 Ack=458398 Win=644352 Len=0 TSval=3751128651 TSecr=3799363891,github
3.461171578,172.28.0.2,185.199.110.154,TCP,66,43436 → 443 [ACK] Seq=8888 Ack=459846 Win=647296 Len=0 TSval=3751128651 TSecr=3799363891,github
3.461172791,185.199.110.154,172.28.0.2,TCP,1514,443 → 43436 [ACK] Seq=470982 Ack=8888 Win=524288 Len=1448 TSval=3799363891 TSecr=3751128650 [TCP segment of a reassembled PDU],github
3.461182589,185.199.110.154,172.28.0.2,TCP,1514,443 → 43436 [ACK] Seq=472430 Ack=8888 Win=524288 Len=1448 TSval=3799363891 TSecr=3751128650 [TCP segment of a reassembled PDU],github
3.461189592,185.199.110.154,172.28.0.2,TCP,1514,443 → 43436 [ACK] Seq=473878 Ack=8888 Win=524288 Len=1448 TSval=3799363891 TSecr=3751128650 [TCP segment of a reassembled PDU],github
3.461196124,185.199.110.154,172.28.0.2,TCP,954,"443 → 43436 [PSH, ACK] Seq=475326 Ack=8888 Win=524288 Len=888 TSval=3799363891 TSecr=3751128650 [TCP segment of a reassembled PDU]",github
3.461222263,172.28.0.2,185.199.110.154,TCP,66,43436 → 443 [ACK] Seq=8888 Ack=461294 Win=650240 Len=0 TSval=3751128651 TSecr=3799363891,github
3.461234857,172.28.0.2,185.199.110.154,TCP,66,43436 → 443 [ACK] Seq=8888 Ack=462294 Win=653056 Len=0 TSval=3751128651 TSecr=3799363891,github
3.461239676,172.28.0.2,185.199.110.154,TCP,66,43436 → 443 [ACK] Seq=8888 Ack=463742 Win=656000 Len=0 TSval=3751128651 TSecr=3799363891,github
3.461245156,172.28.0.2,185.199.110.154,TCP,66,43436 → 443 [ACK] Seq=8888 Ack=465190 Win=658816 Len=0 TSval=3751128651 TSecr=3799363891,github
3.461249875,172.28.0.2,185.199.110.154,TCP,66,43436 → 443 [ACK] Seq=8888 Ack=466638 Win=661760 Len=0 TSval=3751128651 TSecr=3799363891,github
3.461254884,172.28.0.2,185.199.110.154,TCP,66,43436 → 443 [ACK] Seq=8888 Ack=468086 Win=664704 Len=0 TSval=3751128651 TSecr=3799363891,github
3.461260425,172.28.0.2,185.199.110.154,TCP,66,43436 → 443 [ACK] Seq=8888 Ack=469534 Win=667520 Len=0 TSval=3751128652 TSecr=3799363891,github
3.461266877,172.28.0.2,185.199.110.154,TCP,66,43436 → 443 [ACK] Seq=8888 Ack=470982 Win=670464 Len=0 TSval=3751128652 TSecr=3799363891,github
3.461273990,172.28.0.2,185.199.110.154,TCP,66,43436 → 443 [ACK] Seq=8888 Ack=472430 Win=673408 Len=0 TSval=3751128652 TSecr=3799363891,github
3.461280502,172.28.0.2,185.199.110.154,TCP,66,43436 → 443 [ACK] Seq=8888 Ack=473878 Win=676224 Len=0 TSval=3751128652 TSecr=3799363891,github
3.461287686,172.28.0.2,185.199.110.154,TCP,66,43436 → 443 [ACK] Seq=8888 Ack=475326 Win=679168 Len=0 TSval=3751128652 TSecr=3799363891,github
3.461293266,185.199.110.154,172.28.0.2,TCP,1514,443 → 43436 [ACK] Seq=476214 Ack=8888 Win=524288 Len=1448 TSval=3799363891 TSecr=3751128650 [TCP segment of a reassembled PDU],github
3.461295811,172.28.0.2,185.199.110.154,TCP,66,43436 → 443 [ACK] Seq=8888 Ack=476214 Win=681984 Len=0 TSval=3751128652 TSecr=3799363891,github
3.461305239,172.28.0.2,185.199.110.154,TCP,66,43436 → 443 [ACK] Seq=8888 Ack=477662 Win=684928 Len=0 TSval=3751128652 TSecr=3799363891,github
3.461305099,185.199.110.154,172.28.0.2,TLSv1.3,1514,Application Data [TCP segment of a reassembled PDU],github
3.461313755,172.28.0.2,185.199.110.154,TCP,66,43436 → 443 [ACK] Seq=8888 Ack=479110 Win=687872 Len=0 TSval=3751128652 TSecr=3799363891,github
3.461316079,185.199.110.154,172.28.0.2,TCP,1514,443 → 43436 [ACK] Seq=479110 Ack=8888 Win=524288 Len=1448 TSval=3799363891 TSecr=3751128650 [TCP segment of a reassembled PDU],github
3.461322491,172.28.0.2,185.199.110.154,TCP,66,43436 → 443 [ACK] Seq=8888 Ack=480558 Win=690688 Len=0 TSval=3751128652 TSecr=3799363891,github
3.461325286,185.199.110.154,172.28.0.2,TCP,1514,443 → 43436 [ACK] Seq=480558 Ack=8888 Win=524288 Len=1448 TSval=3799363891 TSecr=3751128650 [TCP segment of a reassembled PDU],github
3.461332390,172.28.0.2,185.199.110.154,TCP,66,43436 → 443 [ACK] Seq=8888 Ack=482006 Win=693632 Len=0 TSval=3751128652 TSecr=3799363891,github
3.461396981,185.199.110.154,172.28.0.2,TCP,1514,443 → 43436 [ACK] Seq=482006 Ack=8888 Win=524288 Len=1448 TSval=3799363891 TSecr=3751128650 [TCP segment of a reassembled PDU],github
3.461401639,172.28.0.2,185.199.110.154,TCP,66,43436 → 443 [ACK] Seq=8888 Ack=483454 Win=696576 Len=0 TSval=3751128652 TSecr=3799363891,github
3.461735120,185.199.110.154,172.28.0.2,TCP,1514,443 → 43436 [ACK] Seq=483454 Ack=8888 Win=524288 Len=1448 TSval=3799363891 TSecr=3751128650 [TCP segment of a reassembled PDU],github
3.461744277,172.28.0.2,185.199.110.154,TCP,66,43436 → 443 [ACK] Seq=8888 Ack=484902 Win=699392 Len=0 TSval=3751128652 TSecr=3799363891,github
3.461811403,185.199.110.154,172.28.0.2,TCP,1514,443 → 43436 [ACK] Seq=484902 Ack=8888 Win=524288 Len=1448 TSval=3799363891 TSecr=3751128650 [TCP segment of a reassembled PDU],github
3.461815871,172.28.0.2,185.199.110.154,TCP,66,43436 → 443 [ACK] Seq=8888 Ack=486350 Win=702336 Len=0 TSval=3751128652 TSecr=3799363891,github
3.461824457,185.199.110.154,172.28.0.2,TCP,1514,443 → 43436 [ACK] Seq=486350 Ack=8888 Win=524288 Len=1448 TSval=3799363891 TSecr=3751128650 [TCP segment of a reassembled PDU],github
3.461826942,172.28.0.2,185.199.110.154,TCP,66,43436 → 443 [ACK] Seq=8888 Ack=487798 Win=705152 Len=0 TSval=3751128652 TSecr=3799363891,github
3.461834266,185.199.110.154,172.28.0.2,TCP,1514,443 → 43436 [ACK] Seq=487798 Ack=8888 Win=524288 Len=1448 TSval=3799363891 TSecr=3751128650 [TCP segment of a reassembled PDU],github
3.461836600,172.28.0.2,185.199.110.154,TCP,66,43436 → 443 [ACK] Seq=8888 Ack=489246 Win=708096 Len=0 TSval=3751128652 TSecr=3799363891,github
3.461842792,185.199.110.154,172.28.0.2,TCP,1514,443 → 43436 [ACK] Seq=489246 Ack=8888 Win=524288 Len=1448 TSval=3799363892 TSecr=3751128650 [TCP segment of a reassembled PDU],github
3.461845667,172.28.0.2,185.199.110.154,TCP,66,43436 → 443 [ACK] Seq=8888 Ack=490694 Win=711040 Len=0 TSval=3751128652 TSecr=3799363892,github
3.461852440,185.199.110.154,172.28.0.2,TCP,1514,443 → 43436 [ACK] Seq=490694 Ack=8888 Win=524288 Len=1448 TSval=3799363892 TSecr=3751128650 [TCP segment of a reassembled PDU],github
3.461854674,172.28.0.2,185.199.110.154,TCP,66,43436 → 443 [ACK] Seq=8888 Ack=492142 Win=713856 Len=0 TSval=3751128652 TSecr=3799363892,github
3.461861877,185.199.110.154,172.28.0.2,TCP,1514,443 → 43436 [ACK] Seq=492142 Ack=8888 Win=524288 Len=1448 TSval=3799363892 TSecr=3751128650 [TCP segment of a reassembled PDU],github
3.461864071,172.28.0.2,185.199.110.154,TCP,66,43436 → 443 [ACK] Seq=8888 Ack=493590 Win=716800 Len=0 TSval=3751128652 TSecr=3799363892,github
3.461876144,185.199.110.154,172.28.0.2,TLSv1.3,1514,Application Data [TCP segment of a reassembled PDU],github
3.461878348,172.28.0.2,185.199.110.154,TCP,66,43436 → 443 [ACK] Seq=8888 Ack=495038 Win=719744 Len=0 TSval=3751128652 TSecr=3799363892,github
3.461885361,185.199.110.154,172.28.0.2,TCP,1514,443 → 43436 [ACK] Seq=495038 Ack=8888 Win=524288 Len=1448 TSval=3799363892 TSecr=3751128650 [TCP segment of a reassembled PDU],github
3.461887445,172.28.0.2,185.199.110.154,TCP,66,43436 → 443 [ACK] Seq=8888 Ack=496486 Win=722304 Len=0 TSval=3751128652 TSecr=3799363892,github
3.461894328,185.199.110.154,172.28.0.2,TCP,1514,443 → 43436 [ACK] Seq=496486 Ack=8888 Win=524288 Len=1448 TSval=3799363892 TSecr=3751128650 [TCP segment of a reassembled PDU],github
3.461899498,185.199.110.154,172.28.0.2,TCP,1514,443 → 43436 [ACK] Seq=497934 Ack=8888 Win=524288 Len=1448 TSval=3799363892 TSecr=3751128650 [TCP segment of a reassembled PDU],github
3.461904076,185.199.110.154,172.28.0.2,TCP,1514,443 → 43436 [ACK] Seq=499382 Ack=8888 Win=524288 Len=1448 TSval=3799363892 TSecr=3751128650 [TCP segment of a reassembled PDU],github
3.461908765,185.199.110.154,172.28.0.2,TCP,1514,443 → 43436 [ACK] Seq=500830 Ack=8888 Win=524288 Len=1448 TSval=3799363892 TSecr=3751128650 [TCP segment of a reassembled PDU],github
3.461913234,185.199.110.154,172.28.0.2,TCP,1514,443 → 43436 [ACK] Seq=502278 Ack=8888 Win=524288 Len=1448 TSval=3799363892 TSecr=3751128650 [TCP segment of a reassembled PDU],github
3.461919105,185.199.110.154,172.28.0.2,TCP,394,"443 → 43436 [PSH, ACK] Seq=503726 Ack=8888 Win=524288 Len=328 TSval=3799363892 TSecr=3751128650 [TCP segment of a reassembled PDU]",github
3.461927100,172.28.0.2,185.199.110.154,TCP,66,43436 → 443 [ACK] Seq=8888 Ack=497934 Win=725120 Len=0 TSval=3751128652 TSecr=3799363892,github
3.462269081,172.28.0.2,185.199.110.154,TCP,66,43436 → 443 [ACK] Seq=8888 Ack=504054 Win=723968 Len=0 TSval=3751128653 TSecr=3799363892,github
3.462359199,185.199.110.154,172.28.0.2,TCP,1514,443 → 43436 [ACK] Seq=504054 Ack=8888 Win=524288 Len=1448 TSval=3799363892 TSecr=3751128651 [TCP segment of a reassembled PDU],github
3.462384467,172.28.0.2,185.199.110.154,TCP,66,43436 → 443 [ACK] Seq=8888 Ack=505502 Win=728064 Len=0 TSval=3751128653 TSecr=3799363892,github
3.462481108,185.199.110.154,172.28.0.2,TCP,1514,443 → 43436 [ACK] Seq=505502 Ack=8888 Win=524288 Len=1448 TSval=3799363892 TSecr=3751128651 [TCP segment of a reassembled PDU],github
3.462488352,172.28.0.2,185.199.110.154,TCP,66,43436 → 443 [ACK] Seq=8888 Ack=506950 Win=730368 Len=0 TSval=3751128653 TSecr=3799363892,github
3.462501807,185.199.110.154,172.28.0.2,TCP,1514,443 → 43436 [ACK] Seq=506950 Ack=8888 Win=524288 Len=1448 TSval=3799363892 TSecr=3751128651 [TCP segment of a reassembled PDU],github
3.462505404,172.28.0.2,185.199.110.154,TCP,66,43436 → 443 [ACK] Seq=8888 Ack=508398 Win=731520 Len=0 TSval=3751128653 TSecr=3799363892,github
3.462515703,185.199.110.154,172.28.0.2,TCP,1514,443 → 43436 [ACK] Seq=508398 Ack=8888 Win=524288 Len=1448 TSval=3799363892 TSecr=3751128651 [TCP segment of a reassembled PDU],github
3.462524319,185.199.110.154,172.28.0.2,TLSv1.3,1514,Application Data [TCP segment of a reassembled PDU],github
3.462529098,172.28.0.2,185.199.110.154,TCP,66,43436 → 443 [ACK] Seq=8888 Ack=511294 Win=731520 Len=0 TSval=3751128653 TSecr=3799363892,github
3.462572419,185.199.110.154,172.28.0.2,TCP,1514,443 → 43436 [ACK] Seq=511294 Ack=8888 Win=524288 Len=1448 TSval=3799363892 TSecr=3751128651 [TCP segment of a reassembled PDU],github
3.462587477,185.199.110.154,172.28.0.2,TCP,1514,443 → 43436 [ACK] Seq=512742 Ack=8888 Win=524288 Len=1448 TSval=3799363892 TSecr=3751128651 [TCP segment of a reassembled PDU],github
3.462597526,185.199.110.154,172.28.0.2,TCP,1514,443 → 43436 [ACK] Seq=514190 Ack=8888 Win=524288 Len=1448 TSval=3799363892 TSecr=3751128651 [TCP segment of a reassembled PDU],github
3.462605541,185.199.110.154,172.28.0.2,TCP,1514,443 → 43436 [ACK] Seq=515638 Ack=8888 Win=524288 Len=1448 TSval=3799363892 TSecr=3751128651 [TCP segment of a reassembled PDU],github
3.462612454,185.199.110.154,172.28.0.2,TCP,1514,443 → 43436 [ACK] Seq=517086 Ack=8888 Win=524288 Len=1448 TSval=3799363892 TSecr=3751128651 [TCP segment of a reassembled PDU],github
3.462613626,172.28.0.2,185.199.110.154,TCP,66,43436 → 443 [ACK] Seq=8888 Ack=514190 Win=729216 Len=0 TSval=3751128653 TSecr=3799363892,github
3.462618035,185.199.110.154,172.28.0.2,TCP,1514,443 → 43436 [ACK] Seq=518534 Ack=8888 Win=524288 Len=1448 TSval=3799363892 TSecr=3751128651 [TCP segment of a reassembled PDU],github
3.462622603,185.199.110.154,172.28.0.2,TCP,1514,443 → 43436 [ACK] Seq=519982 Ack=8888 Win=524288 Len=1448 TSval=3799363892 TSecr=3751128651 [TCP segment of a reassembled PDU],github
3.462627172,185.199.110.154,172.28.0.2,TCP,1514,443 → 43436 [ACK] Seq=521430 Ack=8888 Win=524288 Len=1448 TSval=3799363892 TSecr=3751128651 [TCP segment of a reassembled PDU],github
