time,source,dest,protocol,size,description,website
4.880015174,172.28.0.2,157.240.229.35,QUIC,1271,"Protected Payload (KP0), DCID=b52101021363b511",facebook
4.893421594,157.240.229.35,172.28.0.2,QUIC,90,"Protected Payload (KP0), DCID=b49427",facebook
4.902970545,157.240.229.35,172.28.0.2,QUIC,90,"Protected Payload (KP0), DCID=b49427",facebook
4.903022562,157.240.229.35,172.28.0.2,QUIC,90,"Protected Payload (KP0), DCID=b49427",facebook
4.903028103,157.240.229.35,172.28.0.2,QUIC,90,"Protected Payload (KP0), DCID=b49427",facebook
4.903032070,157.240.229.35,172.28.0.2,QUIC,90,"Protected Payload (KP0), DCID=b49427",facebook
4.903463627,172.28.0.2,157.240.229.35,QUIC,77,"Protected Payload (KP0), DCID=b52101021363b511",facebook
4.926473973,157.240.229.35,172.28.0.2,QUIC,90,"Protected Payload (KP0), DCID=b49427",facebook
4.940193083,172.28.0.2,31.13.66.35,QUIC,344,"Protected Payload (KP0), DCID=a22100650f24537f",facebook
4.945580887,157.240.229.35,172.28.0.2,QUIC,282,"Protected Payload (KP0), DCID=b49427",facebook
4.946166059,172.28.0.2,157.240.229.35,QUIC,82,"Protected Payload (KP0), DCID=b52101021363b511",facebook
4.956032458,31.13.66.35,172.28.0.2,QUIC,90,"Protected Payload (KP0), DCID=6a1644",facebook
4.956364665,172.28.0.2,31.13.66.35,QUIC,76,"Protected Payload (KP0), DCID=a22100650f24537f",facebook
4.987329036,157.240.229.35,172.28.0.2,QUIC,90,"Protected Payload (KP0), DCID=b49427",facebook
4.991864597,31.13.66.35,172.28.0.2,QUIC,346,"Protected Payload (KP0), DCID=6a1644",facebook
4.992703039,172.28.0.2,31.13.66.35,QUIC,82,"Protected Payload (KP0), DCID=a22100650f24537f",facebook
5.028631629,31.13.66.35,172.28.0.2,QUIC,90,"Protected Payload (KP0), DCID=6a1644",facebook
5.078260710,172.28.0.2,31.13.66.19,QUIC,246,"Protected Payload (KP0), DCID=b82400370ddf15bb",facebook
5.082970673,172.28.0.2,31.13.66.19,QUIC,77,"Protected Payload (KP0), DCID=b82400370ddf15bb",facebook
5.095236214,31.13.66.19,172.28.0.2,QUIC,90,"Protected Payload (KP0), DCID=57e92f",facebook
5.096332599,172.28.0.2,31.13.66.19,QUIC,77,"Protected Payload (KP0), DCID=b82400370ddf15bb",facebook
5.104225694,31.13.66.19,172.28.0.2,QUIC,378,"Protected Payload (KP0), DCID=57e92f",facebook
5.104348875,31.13.66.19,172.28.0.2,QUIC,1274,"Protected Payload (KP0), DCID=57e92f",facebook
5.104366398,31.13.66.19,172.28.0.2,QUIC,1274,"Protected Payload (KP0), DCID=57e92f",facebook
5.104468990,31.13.66.19,172.28.0.2,QUIC,1274,"Protected Payload (KP0), DCID=57e92f",facebook
5.104509827,31.13.66.19,172.28.0.2,QUIC,762,"Protected Payload (KP0), DCID=57e92f",facebook
5.104525786,31.13.66.19,172.28.0.2,QUIC,90,"Protected Payload (KP0), DCID=57e92f",facebook
5.104981516,172.28.0.2,31.13.66.19,QUIC,81,"Protected Payload (KP0), DCID=b82400370ddf15bb",facebook
5.134527272,31.13.66.19,172.28.0.2,QUIC,90,"Protected Payload (KP0), DCID=57e92f",facebook
6.096137984,172.28.0.2,192.168.65.7,DNS,76,Standard query 0xa914 A www.facebook.com,facebook
6.096442064,172.28.0.2,157.240.229.35,QUIC,1399,"Protected Payload (KP0), DCID=b52101021363b511",facebook
6.096524729,172.28.0.2,157.240.229.35,QUIC,1160,"Protected Payload (KP0), DCID=b52101021363b511",facebook
6.098597359,192.168.65.7,172.28.0.2,DNS,176,Standard query response 0xa914 A www.facebook.com CNAME star-mini.c10r.facebook.com A 157.240.229.35,facebook
6.115403764,157.240.229.35,172.28.0.2,QUIC,90,"Protected Payload (KP0), DCID=b49427",facebook
6.115704104,172.28.0.2,157.240.229.35,QUIC,77,"Protected Payload (KP0), DCID=b52101021363b511",facebook
6.148850469,157.240.229.35,172.28.0.2,QUIC,314,"Protected Payload (KP0), DCID=b49427",facebook
6.149281883,172.28.0.2,157.240.229.35,QUIC,84,"Protected Payload (KP0), DCID=b52101021363b511",facebook
6.187239562,157.240.229.35,172.28.0.2,QUIC,90,"Protected Payload (KP0), DCID=b49427",facebook
